url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,104,72
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,29,22
/hgalytoby/MyselfAnimeDownloader/releases,27,21
/hgalytoby/MyselfAnimeDownloader/blob/master/myself_thread.py,14,1
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,4,4
/hgalytoby/MyselfAnimeDownloader/issues/20,4,4
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,3,3
/hgalytoby/MyselfAnimeDownloader/issues,2,2
/hgalytoby/MyselfAnimeDownloader/tags,2,2
/hgalytoby/MyselfAnimeDownloader/blob/master/main.py,2,1
