url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,74,44
/hgalytoby/MyselfAnimeDownloader/releases,14,11
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,11,6
/hgalytoby/MyselfAnimeDownloader/pulse,8,2
/hgalytoby/MyselfAnimeDownloader/graphs/contributors,6,2
/hgalytoby/MyselfAnimeDownloader/issues,5,5
/hgalytoby/MyselfAnimeDownloader/issues/44,3,2
/hgalytoby/MyselfAnimeDownloader/community,3,1
/hgalytoby/MyselfAnimeDownloader/graphs/code-frequency,3,1
/hgalytoby/MyselfAnimeDownloader/network/dependencies,3,1
