url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,221,131
/hgalytoby/MyselfAnimeDownloader/releases,71,52
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,41,13
/hgalytoby/MyselfAnimeDownloader/issues/5,36,32
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,33,25
/hgalytoby/MyselfAnimeDownloader/issues/20,17,16
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/myself.py,16,6
/hgalytoby/MyselfAnimeDownloader/blob/master/main.py,13,5
/hgalytoby/MyselfAnimeDownloader/issues,11,6
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,11,5
