time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-24 00:00:00+00:00,2,2,72,14
2024-04-25 00:00:00+00:00,6,3,96,23
2024-04-26 00:00:00+00:00,6,3,55,23
2024-04-27 00:00:00+00:00,1,1,56,16
2024-04-28 00:00:00+00:00,1,1,57,25
2024-04-29 00:00:00+00:00,1,1,52,16
2024-04-30 00:00:00+00:00,5,2,33,19
2024-05-01 00:00:00+00:00,1,1,33,17
2024-05-02 00:00:00+00:00,5,2,30,13
2024-05-03 00:00:00+00:00,1,1,36,12
2024-05-04 00:00:00+00:00,4,3,136,17
2024-05-05 00:00:00+00:00,6,3,54,16
2024-05-06 00:00:00+00:00,2,2,34,12
2024-05-07 00:00:00+00:00,3,1,15,13
