url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,183,97
/hgalytoby/MyselfAnimeDownloader/releases,45,30
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,20,13
/hgalytoby/MyselfAnimeDownloader/issues,19,11
/hgalytoby/MyselfAnimeDownloader/issues/14,19,8
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,13,5
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,11,5
/hgalytoby/MyselfAnimeDownloader/discussions,8,6
/hgalytoby/MyselfAnimeDownloader/issues/40,8,4
/hgalytoby/MyselfAnimeDownloader/blob/master/myself_thread.py,8,2
