time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-13 00:00:00+00:00,3.0,1.0,12,6
2025-01-14 00:00:00+00:00,2.0,1.0,28,5
2025-01-15 00:00:00+00:00,2.0,1.0,12,5
2025-01-16 00:00:00+00:00,,,8,4
2025-01-17 00:00:00+00:00,1.0,1.0,29,9
2025-01-18 00:00:00+00:00,2.0,1.0,5,4
2025-01-19 00:00:00+00:00,1.0,1.0,12,7
2025-01-20 00:00:00+00:00,2.0,1.0,11,9
2025-01-21 00:00:00+00:00,,,24,4
2025-01-22 00:00:00+00:00,,,8,3
2025-01-23 00:00:00+00:00,,,24,8
2025-01-24 00:00:00+00:00,1.0,1.0,10,7
2025-01-25 00:00:00+00:00,2.0,1.0,16,8
2025-01-26 00:00:00+00:00,,,13,8
