time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-09 00:00:00+00:00,3,3,10,5
2026-08-10 00:00:00+00:00,1,1,13,6
2026-08-11 00:00:00+00:00,9,4,13,3
2026-08-12 00:00:00+00:00,20,10,8,4
2026-08-13 00:00:00+00:00,22,9,20,5
2026-08-14 00:00:00+00:00,3,3,10,5
2026-08-15 00:00:00+00:00,2,2,5,3
2026-08-16 00:00:00+00:00,3,3,16,8
2026-08-17 00:00:00+00:00,5,5,5,2
2026-08-18 00:00:00+00:00,1,1,29,11
2026-08-19 00:00:00+00:00,4,4,18,4
2026-08-20 00:00:00+00:00,6,5,6,4
2026-08-21 00:00:00+00:00,15,5,2,2
2026-08-22 00:00:00+00:00,8,3,18,6
