time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-04 00:00:00+00:00,1,1,62,21
2023-07-05 00:00:00+00:00,1,1,40,17
2023-07-06 00:00:00+00:00,1,1,71,19
2023-07-07 00:00:00+00:00,1,1,42,13
2023-07-08 00:00:00+00:00,1,1,51,17
2023-07-09 00:00:00+00:00,1,1,51,20
2023-07-10 00:00:00+00:00,2,2,54,19
2023-07-11 00:00:00+00:00,3,3,84,20
2023-07-12 00:00:00+00:00,1,1,33,15
2023-07-13 00:00:00+00:00,1,1,66,18
2023-07-14 00:00:00+00:00,2,2,74,24
2023-07-15 00:00:00+00:00,1,1,26,18
2023-07-16 00:00:00+00:00,1,1,34,14
2023-07-17 00:00:00+00:00,1,1,46,20
