time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-29 00:00:00+00:00,2.0,2.0,26,14
2023-11-30 00:00:00+00:00,1.0,1.0,39,14
2023-12-01 00:00:00+00:00,2.0,2.0,28,9
2023-12-02 00:00:00+00:00,2.0,2.0,34,14
2023-12-03 00:00:00+00:00,2.0,2.0,16,10
2023-12-04 00:00:00+00:00,3.0,3.0,32,12
2023-12-05 00:00:00+00:00,3.0,3.0,12,6
2023-12-06 00:00:00+00:00,1.0,1.0,24,14
2023-12-07 00:00:00+00:00,3.0,3.0,14,11
2023-12-08 00:00:00+00:00,3.0,3.0,36,18
2023-12-09 00:00:00+00:00,2.0,2.0,23,12
2023-12-10 00:00:00+00:00,2.0,2.0,41,13
2023-12-11 00:00:00+00:00,3.0,3.0,16,11
2023-12-12 00:00:00+00:00,,,49,11
