time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-02 00:00:00+00:00,,,29,6
2024-11-03 00:00:00+00:00,1.0,1.0,18,9
2024-11-04 00:00:00+00:00,1.0,1.0,48,14
2024-11-05 00:00:00+00:00,2.0,1.0,64,12
2024-11-06 00:00:00+00:00,1.0,1.0,20,10
2024-11-07 00:00:00+00:00,,,21,12
2024-11-08 00:00:00+00:00,,,9,5
2024-11-09 00:00:00+00:00,1.0,1.0,33,9
2024-11-10 00:00:00+00:00,3.0,2.0,23,10
2024-11-11 00:00:00+00:00,,,29,10
2024-11-12 00:00:00+00:00,,,25,7
2024-11-13 00:00:00+00:00,,,18,6
2024-11-14 00:00:00+00:00,,,48,13
2024-11-15 00:00:00+00:00,,,26,7
