time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-15 00:00:00+00:00,3.0,3.0,42,14
2023-02-16 00:00:00+00:00,2.0,2.0,33,17
2023-02-17 00:00:00+00:00,1.0,1.0,38,20
2023-02-18 00:00:00+00:00,2.0,2.0,18,15
2023-02-19 00:00:00+00:00,3.0,3.0,45,23
2023-02-20 00:00:00+00:00,4.0,3.0,35,8
2023-02-21 00:00:00+00:00,4.0,3.0,28,12
2023-02-22 00:00:00+00:00,1.0,1.0,78,16
2023-02-23 00:00:00+00:00,1.0,1.0,23,13
2023-02-24 00:00:00+00:00,3.0,3.0,24,12
2023-02-25 00:00:00+00:00,2.0,2.0,19,13
2023-02-26 00:00:00+00:00,1.0,1.0,34,17
2023-02-27 00:00:00+00:00,2.0,2.0,72,25
2023-02-28 00:00:00+00:00,,,35,13
