url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,226,126
/hgalytoby/MyselfAnimeDownloader/releases,57,44
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,34,28
/hgalytoby/MyselfAnimeDownloader/blob/master/myself_tools.py,28,3
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,26,10
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,25,11
/hgalytoby/MyselfAnimeDownloader/blob/master/hgalytoby/MyselfAnimeDownloader/ghrs-data/snapshots/2022-09-05_024635_top_paths_snapshot.csv,15,2
/hgalytoby/MyselfAnimeDownloader/issues/5,13,13
/hgalytoby/MyselfAnimeDownloader/blob/master/main.py,13,5
/hgalytoby/MyselfAnimeDownloader/tree/master/.github/workflows,13,5
