url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,69,51
/hgalytoby/MyselfAnimeDownloader/releases,26,18
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,11,8
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,6,5
/hgalytoby/MyselfAnimeDownloader/tags,5,1
/hgalytoby/MyselfAnimeDownloader/issues/20,4,2
/hgalytoby/MyselfAnimeDownloader/issues,3,3
/hgalytoby/MyselfAnimeDownloader/tree/master/.github/workflows,3,3
/hgalytoby/MyselfAnimeDownloader/issues/44,2,2
/hgalytoby/MyselfAnimeDownloader/tree/master/UI,2,2
