time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-14 00:00:00+00:00,,,192,21
2024-07-15 00:00:00+00:00,4.0,1.0,96,23
2024-07-16 00:00:00+00:00,,,17,9
2024-07-17 00:00:00+00:00,5.0,3.0,80,19
2024-07-18 00:00:00+00:00,3.0,1.0,184,24
2024-07-19 00:00:00+00:00,1.0,1.0,68,23
2024-07-20 00:00:00+00:00,2.0,1.0,72,17
2024-07-21 00:00:00+00:00,,,133,30
2024-07-22 00:00:00+00:00,1.0,1.0,93,17
2024-07-23 00:00:00+00:00,1.0,1.0,51,16
2024-07-24 00:00:00+00:00,1.0,1.0,35,13
2024-07-25 00:00:00+00:00,,,38,18
2024-07-26 00:00:00+00:00,,,69,12
2024-07-27 00:00:00+00:00,,,62,16
