time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-29 00:00:00+00:00,1,1,52,16
2024-04-30 00:00:00+00:00,5,2,33,19
2024-05-01 00:00:00+00:00,1,1,33,17
2024-05-02 00:00:00+00:00,5,2,30,13
2024-05-03 00:00:00+00:00,1,1,36,12
2024-05-04 00:00:00+00:00,4,3,136,17
2024-05-05 00:00:00+00:00,6,3,54,16
2024-05-06 00:00:00+00:00,2,2,34,12
2024-05-07 00:00:00+00:00,4,2,19,16
2024-05-08 00:00:00+00:00,1,1,37,12
2024-05-09 00:00:00+00:00,2,2,13,9
2024-05-10 00:00:00+00:00,2,2,34,16
2024-05-11 00:00:00+00:00,1,1,60,13
2024-05-12 00:00:00+00:00,1,1,29,11
