time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-01 00:00:00+00:00,12,4,35,10
2025-06-02 00:00:00+00:00,13,4,38,10
2025-06-03 00:00:00+00:00,9,3,14,8
2025-06-04 00:00:00+00:00,10,3,13,9
2025-06-05 00:00:00+00:00,17,6,51,14
2025-06-06 00:00:00+00:00,9,3,19,11
2025-06-07 00:00:00+00:00,9,3,24,9
2025-06-08 00:00:00+00:00,12,3,16,8
2025-06-09 00:00:00+00:00,11,3,5,5
2025-06-10 00:00:00+00:00,15,4,13,7
2025-06-11 00:00:00+00:00,11,5,4,4
2025-06-12 00:00:00+00:00,14,6,4,4
2025-06-13 00:00:00+00:00,14,8,16,11
2025-06-14 00:00:00+00:00,2,2,14,7
